zoneName,zoneNumber,mobNumber,mobName,mobKeywords,mobShortDesc,mobLongDesc,actionFlags,affectedByFlags,mobAlignment,mobLetter,mobLevel,mobHitroll,mobArmor,mobHPDieNumber,mobHPDieSize,mobHPBaseNumber,mobHPMinValue,mobHPMaxValue,mobHPAverage,mobHPAffective,mobDamDieNumber,mobDamDieSize,mobDamBaseNumber,mobDamMinValue,mobDamMaxValue,mobDamAverage,mobDamAffective,mobHitCount,mobEXP,mobCoins,mobCoinEXP,mobTotalExp,mobExpPerEffectiveHP,mobPosition,mobDefaultPosition,mobSex,mobClass,mobImmune,NoSpecialAttackLines,attackType,attackTarget,attackPercent,attackSpell,mobHitType,mobAct2Flags,mobAffectedBy2Flags,mobImmune2Flags
"Cavern of Lost Souls II, by Liner",169,16900," A preying mantis"," mantis preying creature insect"," An insectile creature scuttles quickly to meet you, ample jaws spreading wide. "," A towering, brown insect extends its grasping appendages toward you as its ample mandibles snap back and forth in the air, oozing saliva.  These creatures have taken over the ancient mines as their own, and you have happened upon their nest. Its tenuous gaze flicks over your body as it rapidly approaches. ",ISNPC AGGRESSIVE STAY-ZONE,DETECT-INVISIBLE SENSE-LIFE INFRAVISION,-500,Y,35,-7,-7,10,8,3187,3197,3267,3232,3232,5,7,15,20,50,35,35,1,300000,25000,8333,308333,95,Standing,Standing,female,Insectoid,,1," BITE"," RAN_GROUP"," 25"," ",0,,,
"Cavern of Lost Souls II, by Liner",169,16901," The soul of a wayfarer"," soul wayfarer vision"," The sorrowful vision of a lost soul passes quickly before you. "," A lonely apparition glides effortlessly along the subterranean breeze. It appears to be the soul of a would-be adventurer, one of the many who became lost or met with some unnatural death in these endless caverns.  It gently caresses your shoulder and conveys the deep sorrow buried within its translucent eyes. ",ISNPC FLY,INFRAVISION DODGE IMINV INVUL,0,Y,33,-6,0,10,8,2978,2988,3058,3023,3023,6,5,12,18,42,30,30,1,240000,20000,6666,246666,81,Flying,Flying,neutral,Ghost,,0,,,,,0,,,
"Cavern of Lost Souls II, by Liner",169,16902," The soul of a mining slave"," soul image miner slave"," A wispy image of a miner flashes briefly across the wall. "," The departed soul of an ancient mining slave floats neatly along the ground as if walking.  It carries a pickaxe and a dim candle in its wispy hands.  A ghostly echo of a whistle drifts to your ears as it returns to whatever spectral work it was consumed with before you arrived. ",ISNPC STAY-ZONE FLY,INFRAVISION IMINV,0,Y,33,-7,-1,10,8,3011,3021,3091,3056,3056,6,5,15,21,45,33,33,1,250000,20000,6666,256666,83,Flying,Flying,neutral,Ghost,,0,,,,,0,,,
"Cavern of Lost Souls II, by Liner",169,16903," The soul of a wayfarer"," soul wayfarer vision"," The sorrowful vision of a lost soul passes quickly before you. "," A lonely apparition glides effortlessly along the subterranean breeze. It appears to be the soul of a would-be adventurer, one of the many who became lost or met with some unnatural death in these endless caverns.  It gently caresses your shoulder and conveys the deep sorrow buried within its translucent eyes. ",ISNPC FLY,INFRAVISION DODGE HIDE INVUL,0,Y,33,-6,0,10,8,2978,2988,3058,3023,3023,6,5,12,18,42,30,30,1,240000,20000,6666,246666,81,Flying,Flying,neutral,Ghost,,0,,,,,0,,,
"Cavern of Lost Souls II, by Liner",169,16904," A trembling spectre"," spectre spirit trembling"," A broken spirit trembles like a leaf in the soft breeze. "," A disembodied figure floats briefly into your field of vision. Cowering away, it tucks its tattered shape of a head under its arm and begins such an unearthly whimper that your ears fairly ring. It appears to be larger than the other spiritual inhabitants of these caves and in such torment that no man could ever endure. ",ISNPC WIMPY FLY,INVISIBLE PROTECT-EVIL INFRAVISION DODGE,200,Y,37,-9,-5,10,8,4357,4367,4437,4402,4402,8,5,17,25,57,41,41,1,430000,30000,10000,440000,99,Flying,Flying,neutral,Greater Undead,FIRE ELECTRIC PUMMEL KICK PUNCH BACKSTAB AMBUSH ASSAULT,1," SPELL CAST"," BUFFER"," 9"," dispel_sanctuary",0,,,
"Cavern of Lost Souls II, by Liner",169,16905," A ravenous spectre"," spectre spirit ravenous"," The raging spirit of an ancient horror turns to slay you in its gaze. "," A blood-spackled spectre unfurls its tenebrous shrouds as you approach. Its form is long and sleek, eyes blazing deep scarlet and teeth elongating to the likeness of needles. Its anger is apparent as it rushes to dispatch of you. ",ISNPC AGGRESSIVE FLY AGGGOOD,INVISIBLE DETECT-ALIGNMENT INFRAVISION PROTECT-GOOD FURY,-800,Y,37,-7,-6,10,8,4576,4586,4656,4621,4621,4,6,12,16,36,26,52,1,435000,30000,10000,445000,96,Flying,Flying,neutral,Greater Undead,FIRE ELECTRIC PUMMEL KICK PUNCH BACKSTAB AMBUSH ASSAULT,1," SPELL CAST"," BUFFER"," 10"," fear",0,,,
"Cavern of Lost Souls II, by Liner",169,16906," A preying mantis"," mantis preying creature insect"," An insectile creature scuttles quickly to meet you, ample jaws spreading wide. "," A towering, brown insect extends its grasping appendages toward you as its ample mandibles snap back and forth in the air, oozing saliva.  These creatures have taken over the ancient mines as their own, and you have happened upon their nest. Its tenuous gaze flicks over your body as it rapidly approaches. ",SENTINEL ISNPC SUBDUE MOUNT,DETECT-ALIGNMENT DETECT-INVISIBLE DETECT-MAGIC SENSE-LIFE INFRAVISION,-500,Y,35,-4,-1,10,8,478,488,558,523,523,6,5,7,13,37,25,25,1,1000,1000,333,1333,2,Standing,Standing,female,Insectoid,,1," BITE"," BUFFER"," 10"," ",0,,,
"Cavern of Lost Souls I, by Liner",168,16800," A withering vine"," vine writhing withering"," A writhing vine slips out of the overgrowth and taps you tentatively. "," The languid extension of the surrounding overgrowth dips forward to probe its environment.  Ganoid scales like the surface of this alien plant, and murderous thorns jut out to hold its prey.  Almost with a mind of its own, its tip aligns with your eyes and whips forward to attack! ",SENTINEL ISNPC AGGRESSIVE STAY-ZONE,DETECT-INVISIBLE INFRAVISION DODGE DUAL,-500,Y,40,-8,-3,10,8,3988,3998,4068,4033,4033,7,6,6,13,48,30.5,39.65,1.3,395000,0,0,395000,97,Standing,Standing,neutral,Plant,,0,,,,,0,,,
"Cavern of Lost Souls I, by Liner",168,16801," Tajjo"," Tajjo"," Tajjo, emissary of death, wanders these burrows leaving a trail of poisoned earth. "," A silent, human-like form regards you with disdain as you invade the recesses of his domain.  He is the bane of existence, a demon with only one purpose to serve, and that is death itself.  His face breaks into a demented snarl as he saunters forth to claim your mortal soul and condemn you to these catacombs for eternity. ",ISNPC AGGRESSIVE STAY-ZONE MEMORY ARM,DETECT-INVISIBLE SENSE-LIFE SANCTUARY INFRAVISION PROTECT-GOOD,-1000,Y,60,-11,-8,10,8,6895,6905,6975,6940,13880,4,6,29,33,53,43,43,1,610000,1000,333,610333,43,Standing,Standing,male,Greater Demon,FIRE ELECTRIC POISON PUMMEL KICK PUNCH DRAIN DISEMBOWEL DISINTEGRATE BACKSTAB AMBUSH ASSAULT,2," SPELL CAST PUMMEL"," BUFFER BUFFER"," 6 6"," hidden_blade ",0,NO-TOKEN,,
"Cavern of Lost Souls I, by Liner",168,16802," Tajte"," Tajte"," Tajte, emissary of sufferance, writhes in relished agony as her gaze falls upon you. "," A silent, human-like form regards you with disdain as you invade the recesses of her domain.  She is the epitome of mortal fear, mother of nightmares, squalid mistress of broken dreams.  She torments and breaks the stolen souls which reside here.  Her glistening hair whips back from a furrowed brow as she impales you with her horrible gaze. ",ISNPC AGGRESSIVE STAY-ZONE MEMORY ARM,DETECT-INVISIBLE SENSE-LIFE SANCTUARY INFRAVISION PROTECT-GOOD,-1000,Y,60,-11,-8,10,8,6763,6773,6843,6808,13616,4,6,23,27,47,37,37,1,610000,1000,333,610333,44,Standing,Standing,female,Greater Demon,FIRE ELECTRIC POISON PUMMEL KICK PUNCH DRAIN DISEMBOWEL DISINTEGRATE BACKSTAB AMBUSH ASSAULT,2," SPELL CAST DISARM"," BUFFER BUFFER"," 6 6"," dispel_good ",0,NO-TOKEN,,
"Cavern of Lost Souls I, by Liner",168,16803," A Revenant"," revenant form"," A blubbering, mewling form envelops you in a cloud of vapor. "," A flowing robe parts slowly within the darkness to reveal a ghastly figure within.  Tendrils of sulfurous smoke drift elegantly from tiny pores within its dull, red skin.  Blotches of black, open oozing sores, and tiny red welts pucker and shift over its chest and face as it regards you with tremendous anger.  A cloud of vapor erupts around you as it raises its arms to cast a spell. ",ISNPC AGGRESSIVE AGGGOOD,DETECT-ALIGNMENT DETECT-INVISIBLE SENSE-LIFE SANCTUARY INFRAVISION DODGE,-900,Y,45,-10,-9,10,8,3586,3596,3666,3631,7262,7,8,5,12,61,36.5,36.5,1,698000,0,0,698000,96,Standing,Standing,neutral,Lesser Demon,PUMMEL KICK PUNCH DISEMBOWEL,3," SPELL CAST SPELL CAST CLAW"," RAN_ROOM BUFFER RAN_ROOM"," 15 6 15"," chill_touch blindness_dust ",0,,,
"Cavern of Lost Souls I, by Liner",168,16804," The Arctic Hunter"," hunter arctic man squat"," A squat man with a scraggly beard bends forward to greet you. "," A well-built man stands wrapped in huge, flowing furs.  His hair is shaggy and unkempt, his face cracked and worn by years of harsh cold and dangerous excursions.  He regards you with mild curiosity then warm greeting as he sees the toils and mark of the adventurer in your eyes.  He extends a hand and offers a portion of his latest kill, bidding you to stay a while. ",SENTINEL ISNPC STAY-ZONE MEMORY,INFRAVISION DODGE DUAL,800,Y,47,-11,-9,10,8,6898,6908,6978,6943,6943,8,6,37,45,85,65,84.5,1.3,723000,150000,50000,773000,111,Standing,Standing,male,Human,PUMMEL KICK PUNCH DISEMBOWEL,4," KICK PUMMEL PUNCH DISARM"," RAN_GROUP RAN_GROUP RAN_ROOM RAN_GROUP"," 15 15 15 10","    ",0,,,
"Cavern of Lost Souls I, by Liner",168,16805," A cavern-dweller"," dweller cavern imp drooling"," A drooling imp cavorts among the dim recesses of the caverns. "," A squat, impish creature scurries along the cavern floor here, gibbering and cackling to itself.  Its luminescent green eyes flash to burning orange as it approaches.  A tiny, dark shroud engulfs its body and matching boots patter along the bare rock. It appears to be a lower minion of the revenant forms, perhaps merely an apprentice. ",ISNPC,INFRAVISION SNEAK DUAL,-500,Y,35,-9,-5,10,8,3898,3908,3978,3943,3943,7,5,13,20,48,34,44.2,1.3,440000,0,0,440000,111,Standing,Standing,neutral,Lesser Demon,,2," SPELL CAST SPELL CAST"," RAN_GROUP RAN_GROUP"," 20 20"," flamestrike lightning_bolt",0,,,
"Cavern of Lost Souls I, by Liner",168,16806," An elderly woman"," woman elderly inhabitant"," One of the fort's few inhabitants tends her crop in the harsh cold. "," This weary woman picks incessantly at the dead ground here, trying to coax forth plants for her family's barren table.  Her eyes are gray and solemn, and a single tear tumbles over the landscape of her face as she realizes the futility of her effort. ",SENTINEL ISNPC STAY-ZONE,INFRAVISION,800,Y,28,-1,5,10,8,999,1009,1079,1044,1044,4,5,8,12,28,20,20,1,100000,1000,333,100333,96,Standing,Standing,female,Human,,0,,,,,0,,,
"Cavern of Lost Souls I, by Liner",168,16807," An elderly man"," man elderly ancient inhabitant"," An ancient man lay snoring away in the corner beneath a pile of furs. "," An ancient man slumbers soundly here on a worn cot.  His brow is wide and shows evidence of the extent of his years.  Flowing white wisps of hair peek out from beneath a hide cap, and his eyelids roll as his snores echo within the shelter. ",SENTINEL ISNPC STAY-ZONE,INFRAVISION,800,Y,28,-2,5,10,8,1001,1011,1081,1046,1046,4,5,7,11,27,19,19,1,100000,1000,333,100333,95,Sleeping,Sleeping,male,Human,,0,,,,,0,,,
"Cavern of Lost Souls I, by Liner",168,16808," A young boy"," boy young"," A young boy sits impatiently here, barely glancing in your direction. "," A young boy sits quietly beneath a shaggy mop of red curls.  A gentle grin touches his lips as he gestures for you to be quiet and turns his rapt attention back to the sleeping form of his grandfather.  He brandishes a tiny feather with which he tickles the old man's nose. ",SENTINEL ISNPC STAY-ZONE,INFRAVISION,850,Y,27,0,6,10,8,950,960,1030,995,995,4,5,6,10,26,18,18,1,90000,1000,333,90333,90,Sitting,Sitting,male,Human,,0,,,,,0,,,
"Cavern of Lost Souls I, by Liner",168,16809," A young boy"," boy young"," A boy wrapped in a bundle of fur screams happily as he makes a snowball. "," A young boy dances happily along the snowdrift path, oblivious to you and impervious to the cutting cold.  His face is red and full of life, full of youth; his eyes are wide and glittering with the purity and joy only children can experience. ",ISNPC STAY-ZONE,INFRAVISION,900,Y,27,-1,6,10,8,950,960,1030,995,995,4,5,7,11,27,19,19,1,50000,1000,333,50333,50,Standing,Standing,male,Human,,0,,,,,0,,,
"Cavern of Lost Souls I, by Liner",168,16810," A young girl"," girl young"," A young girl rolls playfully in the snowbanks, smiling at the sky. "," A young girl frolics in the soft plumes of snow, oblivious to you and impervious to the cutting cold.  Her face is red and full of life, full of youth; her eyes are wide and glittering with the purity and joy only children can experience. ",ISNPC STAY-ZONE,INFRAVISION,900,Y,27,-1,6,10,8,950,960,1030,995,995,4,5,8,12,28,20,20,1,50000,1000,333,50333,50,Standing,Standing,female,Human,,0,,,,,0,,,
"Cavern of Lost Souls I, by Liner",168,16811," Clem, the Northern Tradesman"," Clem tradesman jolly figure"," A jolly figure towers over the stacks of baubles, offering a good deal. "," A hardened mountain of a man stands towering over you.  His arms extend to assault you with a double-handshake greeting and his eyes sparkle with the warmth of friendship and the prospect of another sale.  His mouth begins running speedily with the voice of a skilled entrepreneur, but his eyes never leave your own as he displays his wares. ",SENTINEL ISNPC STAY-ZONE,INFRAVISION,800,Y,60,-11,-12,10,8,5340,5350,5420,5385,5385,10,5,20,30,70,50,50,1,50000,300000,100000,150000,27,Standing,Standing,male,Human,,0,,,,,0,,,
"Cavern of Lost Souls I, by Liner",168,16812," A weary gatesman"," man gatesman weary"," A weary man sits quietly behind his table, waiting to take your money. "," A thin figure sits quietly here, staring at you with mild interest.  His winter attire is almost tailored, a fur-lined coat and hat made from choice furs and not the ragged scraps most inhabitants are forced to purchase.  He rolls a gold coin steadily across his deft fingers, waiting for you to either purchase a pass or leave. ",SENTINEL ISNPC STAY-ZONE,INFRAVISION,800,Y,60,-11,-12,10,8,5260,5270,5340,5305,5305,10,5,19,29,69,49,49,1,50000,50000,16666,66666,12,Sitting,Sitting,male,Human,,0,,,,,0,,,
"Cavern of Lost Souls I, by Liner",168,16813," Captain of the Barge"," captain sturdy"," A sturdy captain barks incoherent orders as he pilots the giant barge. "," A lumbering beast of a man stands at the prow of the barge. His legs, like the trunks of a tree, are firmly planted on either side of the center, perfectly balanced.  His left eye is covered by a sinister patch, and a ragged bandanna circles his neck.  Scars stand out like thunderbolts on his great powerful arms as he steers the craft along. ",SENTINEL ISNPC STAY-ZONE SHIELD,SANCTUARY INFRAVISION DODGE INVUL,800,Y,60,-11,-13,10,8,10234,10244,10314,10279,20558,10,5,25,35,75,55,55,1,100000,50000,16666,116666,5,Standing,Standing,male,Human,,1," PUMMEL"," BUFFER"," 50"," ",0,NO-TOKEN,,
Chess Kingdom,23,2301," white pawn"," white pawn"," A white pawn is standing here. "," A protector of its own colour, also a very brave solider, one that never flee and walk away from away battle. It is waiting to be promoted to be a more important piece in its class. ",SENTINEL SCAVENGER ISNPC STAY-ZONE,,500,Y,10,10,5,3,10,150,153,180,166.5,166.5,2,8,1,3,17,10,10,1,12000,1000,333,12333,74,Standing,Standing,male,Automaton,,0,,,,,0,,,
Chess Kingdom,23,2302," white queen's castle"," white queen castle"," A white queen's castle is standing here. "," A creature which looks like a building against attack. There are two arms and two legs attached to this particular piece. Its job is to protect the Queen. ",SENTINEL SCAVENGER ISNPC STAY-ZONE,,500,Y,16,4,0,6,10,300,306,360,333,333,8,2,2,10,18,14,14,1,18000,1500,500,18500,55,Standing,Standing,male,Automaton,,0,,,,,0,,,
Chess Kingdom,23,2303," white queen's knight"," white queen knight"," A white queen's knight is standing here. "," The most powerful soldier of the white chess, it is responsible to the Queen's safety. It has a head of a horse and a body of mankind, it might be a relative of the centaur family. ",SPEC SENTINEL SCAVENGER ISNPC STAY-ZONE,DODGE DUAL,500,Y,16,4,0,6,10,300,306,360,333,333,3,6,1,4,19,11.5,14.950000000000001,1.3,18000,1500,500,18500,55,Standing,Standing,male,Automaton,,1," BASH"," BUFFER"," 5"," ",0,,,
Chess Kingdom,23,2304," white queen's bishop"," white queen bishop"," A white queen's bishop is standing here. "," A happy bishop who can do everything in an incredibly quick motion. ",SENTINEL SCAVENGER ISNPC STAY-ZONE,,500,Y,16,4,0,6,10,300,306,360,333,333,8,2,2,10,18,14,14,1,18000,1500,500,18500,55,Standing,Standing,male,Automaton,,0,,,,,0,,,
Chess Kingdom,23,2305," white queen"," white queen"," The white queen is standing here "," She is the most respected and powerful figure in the white chess. She is bad-tempered and gets mad easily, watch out! ",SENTINEL SCAVENGER ISNPC STAY-ZONE,,500,Y,20,0,0,10,10,600,610,700,655,655,10,2,4,14,24,19,19,1,60000,6000,2000,62000,94,Standing,Standing,female,Automaton,,0,,,,,0,,,
